CÓDIGO PRESA	CODIGO PRESA EXTRAIDO	CODIGO ACTIVIDAD	CODIGO ACTIVIDAD EXTRAIDO	NOMBRE ACTIVIDAD	MANTENIMIENTO	PERIOCIDAD	PERSONAL	TIPO_EQUIPO	OkEliminar
CHG.E58 - GPE06 - AUS - PZM	CHG.E58	CHG.E58 - GPE06 - AUS - PZM	 GPE06 - AUS - PZM	PIEZÓMETRO B06	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE04 - AUS - CCD09	CHG.E58	CHG.E58 - GPE04 - AUS - CCD09	 GPE04 - AUS - CCD09	CAJA DE CENTRALIZACIÓN Y LECTURA CL-09 B04	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE04 - AUS - ETN	CHG.E58	CHG.E58 - GPE04 - AUS - ETN	 GPE04 - AUS - ETN	EXTENSÓMETROS DE VARILLAS B04 AGUAS ARRIBA	0	0	0	EXT	0
CHG.E58 - GPE04 - AUS - M3D4768	CHG.E58	CHG.E58 - GPE04 - AUS - M3D4768	 GPE04 - AUS - M3D4768	MEDIDOR EXTERNO DE JUNTA J4 C47,68 B02B04 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE04 - AUS - PZM	CHG.E58	CHG.E58 - GPE04 - AUS - PZM	 GPE04 - AUS - PZM	PIEZÓMETRO DE CUERDA VIBRANTE PZ-01-B04	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE02 - AUS - CCD08	CHG.E58	CHG.E58 - GPE02 - AUS - CCD08	 GPE02 - AUS - CCD08	CAJA DE CENTRALIZACIÓN Y LECTURA CL-08 B02	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE02 - AUS - M3D4650	CHG.E58	CHG.E58 - GPE02 - AUS - M3D4650	 GPE02 - AUS - M3D4650	MEDIDOR EXTERNO DE JUNTA J2-46,50 B00B02 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE02 - AUS - PZM	CHG.E58	CHG.E58 - GPE02 - AUS - PZM	 GPE02 - AUS - PZM	PIEZÓMETRO DE CUERDA VIBRANTE PZ-02-B02	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE00 - AUS - AFT00	CHG.E58	CHG.E58 - GPE00 - AUS - AFT00	 GPE00 - AUS - AFT00	AFORO DE FILTRACIONES	REVISIÓN	02_SEMANAL	PP	AFO	0
CHG.E58 - GPE00 - AUS - PZM	CHG.E58	CHG.E58 - GPE00 - AUS - PZM	 GPE00 - AUS - PZM	PIEZÓMETRO DE CUERDA VIBRANTE PZ-01-B-00	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE00 - ØØØ - BFL02	CHG.E58	CHG.E58 - GPE00 - ØØØ - BFL02	 GPE00 - ØØØ - BFL02	BOMBA DE FILTRACIONES Nª02	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - GPE00 - ØØØ - BFL01	CHG.E58	CHG.E58 - GPE00 - ØØØ - BFL01	 GPE00 - ØØØ - BFL01	BOMBA DE FILTRACIONES Nº01	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - GPE01 - AUS - M3D4650	CHG.E58	CHG.E58 - GPE01 - AUS - M3D4650	 GPE01 - AUS - M3D4650	MEDIDOR EXTERNO DE JUNTA J1 C46,50 B00B01 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE01 - AUS - PZM	CHG.E58	CHG.E58 - GPE01 - AUS - PZM	 GPE01 - AUS - PZM	PIEZÓMETRO DE CUERDA VIBRANTE PZ-02-B01	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE03 - AUS - CCD05	CHG.E58	CHG.E58 - GPE03 - AUS - CCD05	 GPE03 - AUS - CCD05	CAJA DE CENTRALIZACIÓN Y LECTURA CL-05 B03	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE03 - AUS - ETN	CHG.E58	CHG.E58 - GPE03 - AUS - ETN	 GPE03 - AUS - ETN	 EXTENSÓMETROS DE VARILLAS B03 AGUAS ARRIBA	0	0	0	EXT	0
CHG.E58 - GPE03 - AUS - M3D4739	CHG.E58	CHG.E58 - GPE03 - AUS - M3D4739	 GPE03 - AUS - M3D4739	MEDIDOR EXTERNO DE JUNTA J3 C47,39 B01B03 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE03 - AUS - MNE	CHG.E58	CHG.E58 - GPE03 - AUS - MNE	 GPE03 - AUS - MNE	BALANZA HIDROSTÁTICA	0	0	0	BIH	0
CHG.E58 - GPE03 - AUS - PZM	CHG.E58	CHG.E58 - GPE03 - AUS - PZM	 GPE03 - AUS - PZM	PIEZÓMETRO B03	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE05 - AUS - CCD04	CHG.E58	CHG.E58 - GPE05 - AUS - CCD04	 GPE05 - AUS - CCD04	CAJA DE CENTRALIZACIÓN Y LECTURA CL-04 B05	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE05 - AUS - M3D5468	CHG.E58	CHG.E58 - GPE05 - AUS - M3D5468	 GPE05 - AUS - M3D5468	MEDIDOR EXTERNO DE JUNTA J5 C54,68 B03B05 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE05 - AUS - PZM	CHG.E58	CHG.E58 - GPE05 - AUS - PZM	 GPE05 - AUS - PZM	PIEZÓMETRO B05	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE07 - AUS - CCD03	CHG.E58	CHG.E58 - GPE07 - AUS - CCD03	 GPE07 - AUS - CCD03	CAJA DE CENTRALIZACIÓN Y LECTURA CL-03 B07	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE07 - AUS - ETN	CHG.E58	CHG.E58 - GPE07 - AUS - ETN	 GPE07 - AUS - ETN	EXTENSÓMETROS DE VARILLAS B07	REVISIÓN	04_MENSUAL	PP	EXT	0
CHG.E58 - GPE07 - AUS - M3D6163	CHG.E58	CHG.E58 - GPE07 - AUS - M3D6163	 GPE07 - AUS - M3D6163	 MEDIDOR EXTERNO DE JUNTA  J7 C61,63 B05B07 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE09 - AUS - CCD02	CHG.E58	CHG.E58 - GPE09 - AUS - CCD02	 GPE09 - AUS - CCD02	CAJA DE CENTRALIZACIÓN Y LECTURA CL-02 B09	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE09 - AUS - M3D6810	CHG.E58	CHG.E58 - GPE09 - AUS - M3D6810	 GPE09 - AUS - M3D6810	MEDIDOR EXTERNO DE JUNTA J9 C6810 B07B09 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE09 - AUS - PZM	CHG.E58	CHG.E58 - GPE09 - AUS - PZM	 GPE09 - AUS - PZM	PIEZÓMETRO B09	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE11 - AUS - CCD01	CHG.E58	CHG.E58 - GPE11 - AUS - CCD01	 GPE11 - AUS - CCD01	CAJA DE CENTRALIZACIÓN Y LECTURA CL-01 B11	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE11 - AUS - M3D7100	CHG.E58	CHG.E58 - GPE11 - AUS - M3D7100	 GPE11 - AUS - M3D7100	MEDIDOR EXTERNO DE JUNTA J11 C71,00 B09B11 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE13 - AUS - M3D7150	CHG.E58	CHG.E58 - GPE13 - AUS - M3D7150	 GPE13 - AUS - M3D7150	MEDIDOR EXTERNO DE JUNTA J13 C71,50 B11B13 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE15 - AUS - M3D7165	CHG.E58	CHG.E58 - GPE15 - AUS - M3D7165	 GPE15 - AUS - M3D7165	MEDIDOR EXTERNO DE JUNTA J15 C71,65 B13B15 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE15 - EXT - EXT15	CHG.E58	CHG.E58 - GPE15 - EXT - EXT15	 GPE15 - EXT - EXT15	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 15	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - GPE15 - EXT - EXT15	CHG.E58	CHG.E58 - GPE15 - EXT - EXT15	 GPE15 - EXT - EXT15	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 15	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - IEB - AUS - TSN	CHG.E58	CHG.E58 - IEB - AUS - TSN	 IEB - AUS - TSN	TUBOS SONDA	0	0	0	TUBO	0
CHG.E58 - IEB - ILU - ILU	CHG.E58	CHG.E58 - IEB - ILU - ILU	 IEB - ILU - ILU	ILUMINACIÓN POZO DE BOMBEO	VISUAL	05_TRIMESTRAL	PP	ILU	OK
CHG.E58 - IEB - TAB01 - CAB00	CHG.E58	CHG.E58 - IEB - TAB01 - CAB00	 IEB - TAB01 - CAB00	COMPUERTA POZO BOMBEO	VISUAL COMPUERTA	01_DIARIO	PP	COMPUERTA	OK
CHG.E58 - IEB - TAB01 - CAB00	CHG.E58	CHG.E58 - IEB - TAB01 - CAB00	 IEB - TAB01 - CAB00	COMPUERTA POZO BOMBEO	MANIOBRA	06_SEMESTRAL	PP	COMPUERTA	OK
CHG.E58 - IEB - TAB01 - CAB00	CHG.E58	CHG.E58 - IEB - TAB01 - CAB00	 IEB - TAB01 - CAB00	COMPUERTA POZO BOMBEO	ENGRASE	07_ANUAL	PP	COMPUERTA	OK
CHG.E58 - IEB - TAB01 - CAB00	CHG.E58	CHG.E58 - IEB - TAB01 - CAB00	 IEB - TAB01 - CAB00	COMPUERTA POZO BOMBEO	REVISIÓN	07_ANUAL	EE	COMPUERTA	OK
CHG.E58 - IEB - TAB01 - CAB00	CHG.E58	CHG.E58 - IEB - TAB01 - CAB00	 IEB - TAB01 - CAB00	COMPUERTA POZO BOMBEO	PINTURA	08_TRIANUAL	EE	COMPUERTA	OK
CHG.E58 - IEB - TAB01 - EMB01	CHG.E58	CHG.E58 - IEB - TAB01 - EMB01	 IEB - TAB01 - EMB01	EQUIPO MOTOR BOMBA Nº01	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - IEB - TAB01 - EMB02	CHG.E58	CHG.E58 - IEB - TAB01 - EMB02	 IEB - TAB01 - EMB02	EQUIPO MOTOR BOMBA Nº02	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - IEB - TAB01 - EMB03	CHG.E58	CHG.E58 - IEB - TAB01 - EMB03	 IEB - TAB01 - EMB03	EQUIPO MOTOR BOMBA Nº03	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - IEB - TAB01 - EMB04	CHG.E58	CHG.E58 - IEB - TAB01 - EMB04	 IEB - TAB01 - EMB04	EQUIPO MOTOR BOMBA Nº04	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - IEB - TAB01 - EMB05	CHG.E58	CHG.E58 - IEB - TAB01 - EMB05	 IEB - TAB01 - EMB05	EQUIPO MOTOR BOMBA Nº05	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - IEB - TAB01 - EMB06	CHG.E58	CHG.E58 - IEB - TAB01 - EMB06	 IEB - TAB01 - EMB06	EQUIPO MOTOR BOMBA Nº06	REVISIÓN	07_ANUAL	EE	BOMBA	OK
CHG.E58 - IEB - TAB00 - OCV	CHG.E58	CHG.E58 - IEB - TAB00 - OCV	 IEB - TAB00 - OCV	POZO DE BOMBEO DE LA PRESA DE LOS MELONARES	REVISIÓN EXHAUSTIVA	09_QUINQUENAL	EE	OCV	OK
CHG.E58 - IEB - TAB00 - PCR	CHG.E58	CHG.E58 - IEB - TAB00 - PCR	 IEB - TAB00 - PCR	PROTECCIÓN CONTRA RAYOS	REVISIÓN	07_ANUAL	EE	PCR	OK
CHG.E58 - NVT - ØØØ - CMZ	CHG.E58	CHG.E58 - NVT - ØØØ - CMZ	 NVT - ØØØ - CMZ	EQUIPAMIENTO DE CLIMATIZACIÓN	REVISIÓN	07_ANUAL	PP	CLM	OK
CHG.E58 - NVT - EXT - EXT01	CHG.E58	CHG.E58 - NVT - EXT - EXT01	 NVT - EXT - EXT01	 EXTINTOR DE 6 KG POLVO ABC TALLER PTA. PRAL.	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - NVT - EXT - EXT01	CHG.E58	CHG.E58 - NVT - EXT - EXT01	 NVT - EXT - EXT01	 EXTINTOR DE 6 KG POLVO ABC TALLER PTA. PRAL.	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - NVT - EXT - EXT02	CHG.E58	CHG.E58 - NVT - EXT - EXT02	 NVT - EXT - EXT02	EXTINTOR DE 2 KG CO2 34B TALLER PTA. TRASERA	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - NVT - EXT - EXT02	CHG.E58	CHG.E58 - NVT - EXT - EXT02	 NVT - EXT - EXT02	EXTINTOR DE 2 KG CO2 34B TALLER PTA. TRASERA	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - OFI - ØØØ - CMZ	CHG.E58	CHG.E58 - OFI - ØØØ - CMZ	 OFI - ØØØ - CMZ	EQUIPAMIENTO DE CLIMATIZACIÓN	REVISIÓN	07_ANUAL	PP	CLM	OK
CHG.E58 - OFI - ØØØ - COM	CHG.E58	CHG.E58 - OFI - ØØØ - COM	 OFI - ØØØ - COM	COMUNICACIONES DE LA OFICINA DE LA PRESA DE LOS MELONARES	REVISIÓN	01_DIARIO	PP	TLC	OK
CHG.E58 - PAB - ØØØ - ACC01	CHG.E58	CHG.E58 - PAB - ØØØ - ACC01	 PAB - ØØØ - ACC01	ACCESO A GALERÍA MD POR PARAMENTO DE AGUAS ABAJO	VISUAL	01_DIARIO	PP	CAMINO	OK
CHG.E58 - PAB - ØØØ - ACC01	CHG.E58	CHG.E58 - PAB - ØØØ - ACC01	 PAB - ØØØ - ACC01	ACCESO A GALERÍA MD POR PARAMENTO DE AGUAS ABAJO	HERBICIDA	06_SEMESTRAL	PP	CAMINO	OK
CHG.E58 - PAB - ØØØ - ACC01	CHG.E58	CHG.E58 - PAB - ØØØ - ACC01	 PAB - ØØØ - ACC01	ACCESO A GALERÍA MD POR PARAMENTO DE AGUAS ABAJO	DESBROCE CUNETAS	07_ANUAL	PP	CAMINO	OK
CHG.E58 - PAB - ØØØ - ACC02	CHG.E58	CHG.E58 - PAB - ØØØ - ACC02	 PAB - ØØØ - ACC02	ACCESO A GALERÍA MI POR PARAMENTO DE AGUAS ABAJO	VISUAL	01_DIARIO	PP	CAMINO	OK
CHG.E58 - PAB - ØØØ - ACC02	CHG.E58	CHG.E58 - PAB - ØØØ - ACC02	 PAB - ØØØ - ACC02	ACCESO A GALERÍA MI POR PARAMENTO DE AGUAS ABAJO	HERBICIDA	06_SEMESTRAL	PP	CAMINO	OK
CHG.E58 - PAB - ØØØ - ACC02	CHG.E58	CHG.E58 - PAB - ØØØ - ACC02	 PAB - ØØØ - ACC02	ACCESO A GALERÍA MI POR PARAMENTO DE AGUAS ABAJO	DESBROCE CUNETAS	07_ANUAL	PP	CAMINO	OK
CHG.E58 - PAR - AUS - LMN	CHG.E58	CHG.E58 - PAR - AUS - LMN	 PAR - AUS - LMN	ESCALAS DE NIVEL	0	0	0	LIM	0
CHG.E58 - PAR - AUS - MNE	CHG.E58	CHG.E58 - PAR - AUS - MNE	 PAR - AUS - MNE	TOMA MEDIDOR NIVEL	0	0	0	MNE	0
CHG.E58 - PAR - DDF00 - RGR	CHG.E58	CHG.E58 - PAR - DDF00 - RGR	 PAR - DDF00 - RGR	REJA DESAGÜE DE FONDO	REVISIÓN	09_QUINQUENAL	0	REJA	0
CHG.E58 - POE - ØØØ - ACC00	CHG.E58	CHG.E58 - POE - ØØØ - ACC00	 POE - ØØØ - ACC00	CAMINO PRINCIPAL DE LA PRESA DE LOS MELONARES	VISUAL	01_DIARIO	PP	ACCESO	OK
CHG.E58 - POE - ØØØ - ACC00	CHG.E58	CHG.E58 - POE - ØØØ - ACC00	 POE - ØØØ - ACC00	CAMINO PRINCIPAL DE LA PRESA DE LOS MELONARES	DESBROCE CUNETAS	07_ANUAL	PP	CAMINO	OK
